Wallet,Balance,Type
0x1CcbD0511c9058440755b84C5bebCfdC3A5B8567,3685.505040,wallet
0x73081Ddddc2eb6dCB20Ef1f6655A2a47760cB423,3604.610387,wallet
0x321387C786B97FBF1629D712188557BC5D6deF61,3468.886106,wallet
0x53E89e9F2A7964c0E859B7F88361aa1B96201733,3330.000000,wallet
0xe5160C777fd8Ac6dfD32d180204b246F5fD6df27,3306.727389,wallet
0x9B89FA9636a53A5f5462B76EE03111FB83C90a67,3296.204000,wallet
0x2d6b8E0eccD6a41ADDb69A193d7e8558F6dBf55A,3250.002004,wallet
0xB3622CF7234b51C0A37bB4Ce2AE15CC1f00FD130,3200.000000,wallet
0x58BCe5E593B796B7e9F88f9c2534736c2411CcBd,3199.179289,wallet
0x21dF6779d5075fd53bdB4d9D4e210AdfE2466B56,3198.421651,wallet
0xd0db97e87adBD51B65ba52Be25C1748A5B24946E,3061.251412,wallet
0x78911eabb878620fD88BeF7da5ad5D53dbF67633,3000.524778,wallet
0xb207ce4bbE48b46185e34935f9c82a5B464144ba,3000.000000,wallet
0x498f614b228D460A16a71c76E44D66A64554e9b4,2896.000000,wallet
0x0e3f6ddd5EeBcF3f132D485333A53c9B55b31acC,2698.184085,wallet
0x9D26b51A0fffB72F42d0047bDCF5C6D69a19e29b,2692.586520,wallet
0x6D42d4b6439485990041251D53DBb65ab7bF8a01,2674.591614,wallet
0x099a330Ca792d8c716987176b001317a58827f7C,2592.520000,wallet
0x657E8660a78639e4E59bf29Da52CF464F1F9AB5d,2590.815999,wallet
0x63E0a502eF2B37F16DEf410aC943c2c4A1623249,2550.000749,wallet
0x88040a0347640f755eafDeEc4A72482ea12fdE3C,2420.954946,wallet
0x4313D2269fAFc0D50047938Bec209b03eB2C7147,2405.000000,wallet
0x292f80CB05cBF2d10c50Cffa5A036C6D06FaEDd7,2397.545166,wallet
0x2FAAADE212063b4398c357CBdE11Ac20AD4D147b,2344.543858,wallet
0x0ea8b274B866020bB1efcB26c893984243dA7147,2316.114746,wallet
0x268EF44D2Dcd6eafa33F8465cCdC0C9e47E86016,2255.100000,wallet
0x9BFAF27Ba34924ae8b13AD2d368b0cDa73C58FC5,2193.581629,wallet
0xBCBc662928C5D68479f93f32996ac749604427dD,2185.124000,wallet
0xA243FCF80fb57abeab18A91a4C4383747EC1AD35,2184.315709,wallet
0x717Ab1D8a6763B1cBa335Cd40E7201E889dc656D,2129.537515,wallet
0x226E52EeF7B03A76a66A484Da181e871eC6Ddda6,2050.000000,wallet
0x8560382b641536ecaDA702D96a52Fb8BBA2Ab1a0,2020.518885,wallet
0xf9F82F6465CbA71F7750ca076933eeFc9fdBf6Db,2000.000000,wallet
0xE2DdbF3d9c08B2f245b5F1E055406A62c2666Ebe,2000.000000,wallet
0xC7e5f7b97F8D8E784dB49207B3d95a44373B0184,2000.000000,wallet
0x91412366DB23f8089C8dEb369ad7C9dBA88995a7,2000.000000,wallet
0xC6aFD99F0165B7592c6B5d6cb8164190268fB32d,2000.000000,wallet
0x7423A73A4F674c326C7Fa560F08aA29393DCe9B5,1987.690230,wallet
0xB7595B3977B7601F00d2242c6779d60115c89514,1928.263352,wallet
0xE18Ca09b228db908F71aa951C7cc877dFBcB7599,1922.676318,wallet
0x990954493b371972915ECbB09E2ae012A6e5d697,1888.960000,wallet
0x0F5a481cE1280E2Ae201c65db2BBe0D3D9a9E1D4,1818.075688,wallet
0xaA8f130FBdb8b4B905F2F3551307f86ef729a4b8,1816.810653,wallet
0xB7203113736Af502d16d147e083DED5a4Ba03114,1808.817015,wallet
0xF094Cc19229Cd16F05D53F1a9B703dbB83Cd73FA,1797.000000,wallet
0xFC8f9194f4b0f8007Ec81e6D9d424562ee3163A5,1780.113400,wallet
0xF259680f92d7519a6A78C01dE0DaDE7642e1Dee4,1714.666175,wallet
0xE12e36cccd72e2050D69893ec1319921d64F761d,1651.818632,wallet
0xC5aB492Db705b8265ff5d40D54aEeBb826503ed1,1623.227026,wallet
0x2b620d16c1e4baC3B2BF220a56119b75B0b5eEaB,1566.119692,wallet
0x3B8F4dC5716d5e6989529f1b3f0c9AE97ac8e7f0,1548.088000,wallet
0x11edC70Abca1b0422657252128F01B50180D0C6c,1507.896351,wallet
0xCB3d0c5A3cf6BE2594678162A4a3b0fa20DD10Cb,1481.490827,wallet
0x9E74411CFb22D4F1a2584d99fAf4996DCC4d4A29,1479.680861,wallet
0x52d092cCa4B65AE5B161be61e50cFe7412369Af8,1417.931777,wallet
0x357Da04a1061db6aF73B2579427A7bc4F49965f7,1407.904874,wallet
0x1fa40e11725eC6556225eD6F6000e107dA272809,1378.220653,wallet
0x4246222a47E61E58b53bF26e1064672f879D7BAE,1352.135932,wallet
0x7D4520ebEC3BD67b54A88868E6b2086fF471D4B9,1333.240000,wallet
0xCE9B7FDfAA7FfFc7D796395e167F633a81F5A77D,1293.873703,wallet
0xc8ED54e3A313EB9aE1370E7b6e84D8848926bb66,1288.935702,wallet
0x0907bb00F4f9a6894A515dcF47657969f659ba44,1273.257288,wallet
0x89D6aF3B96B7069e95aC114aDb77e5108948Df8a,1250.000000,wallet
0x2dCD88049cb8052ed7e0cA5De616C966779E6ceb,1206.961109,wallet
0x7754Aa9bFCE9A74C862434b0b1101F5012e6F5Dc,1189.800000,wallet
0xDD81bBe38e848061c7Acf2D50Bbb7338a577E8b1,1163.077803,wallet
0x05E7dFC251BFC71BDc189A12F52ECe3D768076d1,1157.470930,wallet
0xA9397A121c36d54aaB3BA032495c795F52159ECA,1141.475925,wallet
0xC6c82C3C8B462E97dCE4662977bBDcf8dB839ACE,1130.523900,wallet
0x7C06D29725D014b4b8C4125e9A53cb2D81024164,1125.915861,wallet
0x4f883dAfc60705B5C852d6CD12317B67F240f8D1,1117.284810,wallet
0xF37F0438BAd01b33051813E9Bb7C0d2bc2859B1A,1106.058852,wallet
0xE41267EB64589b53dAE09A6054faF7F0369D4B8c,1105.021064,wallet
0xd38554932350f9640C7A76c28D087247F2f53F3E,1099.124597,wallet
0x21Abc394DFc8DD3dC15c7E48392b934A8Ed66d0A,1098.356177,wallet
0x1637f769915e0A64Ee89ec990402e8F4fE98C59d,1092.712794,wallet
0x491c1736114B4D7CB0BE8F5F8f1FDB6627A9D6d8,1079.250616,wallet
0xf9EE3bf4FA5E84db2376Ccdf6cAad7cc4B383dE2,1063.238445,wallet
0xa0830A08d6c2ebAf3a5E441A66D5a0adEb8aFBA8,1060.588103,wallet
0xd21da095bDAE2a5b7245cc92fC280D60d8AA795C,1040.593937,wallet
0x0C6421a6fFeEAda408D4A0CD78A7b33c7aC3023E,1028.214040,wallet
0x63765D08Ab9fa9B5E296E104D62E98925F216da6,1027.111163,wallet
0x984c44f0a0D3B67703A08D7Dd86e552CBA1e6563,1003.086131,wallet
0x8202571fA8fe979dc77077f5bd66B802C6601ecC,1002.454298,wallet
0x66a69b354eFE88Fa59586b618E5Fa9383F92Aa5B,1000.867490,wallet
0xF8bB6F2249E5db2bf678eAA5C769F8d4Acd0EA8e,1000.329734,wallet
0xae30376F7fC3bc7F40Dd88128880acD13788e7Da,974.762752,wallet
0xFa30904170ea2bA5c75b3d95Afc75e12019373F8,961.292819,wallet
0x40EE1Ac739f8a4B82c89945fBdd97a7435a51723,940.084805,wallet
0xA54ddD84D657486fB21bEc8fdEaF29C21cA5Cb13,908.842624,wallet
0x4e67A7702Aad82a046a182fA68f0f0e9ab442e23,907.028560,wallet
0xC345E17DA4781839EbcC32B8eF62C82c99a268fF,893.420094,wallet
0x981b8863830E28dB8B41512deb78EB0140819037,885.664026,wallet
0x278e256c7638B7259A1D9987758109d4c2FfAF9e,874.691329,wallet
0x8F0BE04106Ac2b40BEbdd5AB0b447f7FcE6B94E8,870.218388,wallet
0xA028BC438E9598159408D1Da47A66eB72C362d42,807.378121,wallet
0x325bA3Ad3182EFd4a17D320a2f76D563b3c4Cdd4,789.902076,wallet
0x4F515284EA00D1066AF85FAC92D380C4769327aB,775.758498,wallet
0x7FD1B4D74B32F156727227a184a6672d98AfAf36,766.972869,wallet
0xa514cb6Ff34E497957B4592401cC2ED7e032CE23,764.243139,wallet
0x90429772eC448fb9F6F61d001F5eb3024E0Bb700,756.000000,wallet
0xD4326a1198BCE992CDFeF94C4f20506815470B70,729.786872,wallet
0x0ECa63b6acE840eaED084730dA90B070F9a58435,729.126896,wallet
0xb9d993B3C6Bfc898d14669a8302BC6904F5A7cE8,723.710665,wallet
0x778433aCC58F04a898F163F3F80E7fc867AEBF82,671.958889,wallet
0x938D8F039D0F6482668BE26DeFc0dA10Dd73Facf,660.212877,wallet
0xC6e714c67A27c72013Bbd388Db076549AE724b7F,659.888000,wallet
0x0e18C744FaB80a86fA24b5a3630AAAb01135f059,657.792761,wallet
0x6ef50B837D822b9bD14606E5Eb00f3D7E714E3a7,652.685743,wallet
0x05C2888D1cC9f2F52E49208D774C659181E0D366,634.264371,wallet
0x5acB88a3d3cA5D03b2bEBa0E5BF983B9c9Ab82e8,611.261441,wallet
0x1599B404A02491c30DaaC2153DA012E8C4775C27,610.025271,wallet
0x28296f73D183b3f3aE946d3f6f6f8b7E43822207,580.241018,wallet
0x2C21bB86073d3f4d438867609a77eB494406b148,563.853130,wallet
0x2c585A78Bf13733d9ab6c79f30673b3f011EA540,560.479894,wallet
0x61457ECC099Ca8c50607497a01B519f3162a1418,547.417531,wallet
0xFF3E34cb1398919b2d750c9cA2619F9B1e96806d,526.747569,wallet
0x36884e43b6a67f04bE1C5deD92faa0f9F073d720,514.405400,wallet
0x5f92Ccd89fA6812222b4881d50914868261419E7,513.312800,wallet
0x06887e973b4090690Fc053Ce642A72740f68D82c,513.312800,wallet
0xe6A760079EA2c7B9BFd6742efC15Bb72753C51dA,507.102543,wallet
0x56Be9d4EF245A2a96724D0599B5875486F425853,504.859226,wallet
0x9eFE28803AB1f3B1732196d41E0289228106e4d7,488.184009,wallet
0xcD5f832889c111aFA3706C0e1B3a489eFA782f22,486.626124,wallet
0xcC6bDf684Fd1DBb304C36e00cFB86358c7A246e5,485.427504,wallet
0xD1b9764C00Fe8fad0505f4A4F76CBB81a2972B27,481.852800,wallet
0xDEA9cb9028F2228c1f06C50A3dd4BA653b5c89BA,474.845754,wallet
0x70525740cDb92163A67ac02fFFc5A6c956c63A33,472.051616,wallet
0x3ac209ED0C0b94CbE56B4Bb1B96e100876ED7FD3,462.978644,wallet
0x5201D215dbA5dD4a3EA1628195C00Ab30Dfa557D,460.138539,wallet
0x3bAB29527Dd5008Aa7bC57205ca4c27F0487ffbD,449.523900,wallet
0x10fE960Fd9d41B3cdC2fE995b7C85e1c352d8546,444.876360,wallet
0x418D958171B99aBFd0EB410C25EcaE63Fd77484b,437.024800,wallet
0x03AEC3201Ec4a3D38393b8806EE1a222809186a8,423.887959,wallet
0x4cE2Be8fa447efaF6Dfa802d86a9e84B3487658D,414.764000,wallet
0x7279f2c186a1C4173DEEEc9425bdebac3C5645Db,414.114018,wallet
0xc1E6C815DBfd22747149A39cf410670F94eB837F,405.529222,wallet
0xabeFEE4e7760cA351C00BF001B04F9d42e64d36E,404.204800,wallet
0xDb18Ce329f7858468AbBCbd1D6aCc11876BF7E32,401.611487,wallet
0x5B91C60b01999Cd9996eF6Bc9e1E5a3AB18332f8,400.636726,wallet
0x964d974040441D251cDE420440404416B32994a6,399.988800,wallet
0x082cD74e421D0E40d1D3CBA333682db7a6F97a41,396.824995,wallet
0x1bcAf1B25CF4F5E63A0ee17FDd036072123De2e1,390.972000,wallet
0xC0B35a272d73f84D0d12D14CAb090017f0326Ad7,381.788210,wallet
0x47A7d85D043c7165a83198b28D0894150D062D33,379.548418,wallet
0x90A69365D7dA9A503627Ff874E0f0aCAF87814D7,372.473388,wallet
0x801d85949014d632Bb2b1e3A1E528063a61859e7,371.619156,wallet
0xea0a945fcD1d2AB06a256d2c05B240e72DeA4140,359.621091,wallet
0x8022823AC2079868193B15C68dfd60dBEaaE2040,355.200752,wallet
0x9bA3dfc9De7bDFd789c02fc4bf86D0F643A9CEA3,351.697558,wallet
0xEEf16EeE78FC0f6acBEE43568A611272103Fa4C9,339.256081,wallet
0xa031a47C4F259a2abe54bcE651dC1954BE2AF801,329.813280,wallet
0x2E8d0Fd976d2E1ec7767866F824059B9Afef1e97,326.645604,wallet
0x2b0C3E59fFF6F3cD32CCa15201e9d1aF1F3A37c8,309.442768,wallet
0x64B90231385F8579Dc86efE22ad28DC6Bc0AE609,305.285270,wallet
0x13d23E13130A6C0F72b335c84B70812553042B77,302.427168,wallet
0x56cd8b988d7C6c41437A83c84Fbe1dB1da280332,300.252306,wallet
0x806AdCcbDA502740844eF677F20658c476C98657,300.000000,wallet
0x27f3147670d300a3551420355F25eE32D27e1EBf,296.373209,wallet
0x17cc6c8b738C46685D2B8BbC6a84F049F3d1beD8,291.399248,wallet
0x2B091F3A6fF8E572622a038eC1745C7D5247eD0A,290.977872,wallet
0x8f81322B1D322c4d6e68cA2afB9eF09d9706F35d,284.929327,wallet
0xC9187C6d0D029820ff52383E06b2443f99D64732,276.441257,wallet
0x8B3d9460597cedB7DFE34B7a5eE1a460550ddEDc,264.977606,wallet
0x746d48c9A5F9c2Ab3ADEf7101cC9D873AaB27d30,262.859072,wallet
0x1cC14BAa0B4Ba45B536b2cfD66669d312399C73d,256.656400,wallet
0xE5C1CF0FAd39ADDac3c710C6Afc973672c047202,253.830607,wallet
0x41E9CE0a264F3e1160F9fFBE295F9401b3f44E69,233.087864,wallet
0x117457BB5A228b6be47535857ad38289Bd889C36,227.619577,wallet
0xF7f133b17DAFEB6d1EA8B571C75EAA4C9446a82F,226.312585,wallet
0x517420a9f75c06ED78DDf1871B0c17D03FFcE1B6,224.810000,wallet
0x4A885FBf0992bED3c3c75FcF7e091621532d1951,224.031016,wallet
0x79d3d1588c03ea930a39D915A6c271aDE881b0A3,221.445489,wallet
0xBab107069510177455cDb521B0E7ac07b573D63e,221.444982,wallet
0x03B7f646cb1fb52A5dED9c355455EcA93Bc9aBb4,217.776646,wallet
0x439fdafAbD9B6678c675d4BD3275A387474Df0dD,216.585948,wallet
0xfDE570E3E31f529645F6f6E79d34075ecDcd7e7b,216.269195,wallet
0x1dAFB4E033AA465AD6046B2d1C21320B926eB663,205.425332,wallet
0x951A2F14Ee44d7c23Afd788F079437D4c77fb3DA,202.000000,wallet
0xD14a71afe2405babc37C4726BAb6Db1C572c6a81,200.000000,wallet
0xe54b6Cc14B0A876bD87Acb2BE5B365A7237BB136,199.601420,wallet
0xFBEC59Bf3b5Aca960A8ad2279D6E11F180982b98,197.376144,wallet
0xD7A674972789D4Dd049153517AD1921cD6666958,195.550080,wallet
0x8E0Ac63D4CD18e7e0A5Fb8d01f6C71e9d9bF0449,189.460317,wallet
0x95215B246241f4fa63FDcAA9aD1E71bbef282294,189.239702,wallet
0xb43610697f23FE391b33fCDEE6619Efc56aD4E85,188.259862,wallet
0x468E1886b57f32078ca98db65574826460554eCE,188.000000,wallet
0x5FA6ea1b8490E890c3E092E4c19713dB75A7B47E,170.087659,wallet
0x5a6E1C5e2eeD54F65FbD6212440cf5b842dAa2Be,164.186458,wallet
0x77C11D67dd0A50d3b84E5729858A581736725c7c,156.398776,wallet
0x2C9c5b4932738beCBb14Ee2fC3A587397850b17b,153.667311,wallet
0x838CE00A87E77F59804A4142F8c105A328EF4Ce4,152.669906,wallet
0xbda19ed75C587E29c84e0Be2F185927Dd75F87Dc,149.548803,wallet
0x294896b6081F93cad452768552dCE204db229064,146.773189,wallet
0xCfA20C22b32E75efd08cB5C69C6026dc69355435,146.468379,wallet
0x567687F297da5f7398A07383e75F1D623540C540,139.863896,wallet
0x34E4C0160B87Ebab74f4d550aC8FDb790C96A814,137.897267,wallet
0xeE02F639EA5CE6401e08C6D312027298fc648877,136.922759,wallet
0xdeCd8057011B53D69fd5E8271cE7fa2026F0B4F4,133.555026,wallet
0x14AFbb3A892C1c8437Cb66C9e139B9DfD3Ff48C1,133.079708,wallet
0x7912fd731C6B576DF41DdABEd37daA3a40C692Fb,131.036734,wallet
0x4BF59e0717644b9A72b4C03E3682465d4A7f0C87,130.887579,wallet
0xf27e8a15Dd0c9BaD7671Aab87536Af4456ac0dD7,125.578588,wallet
0xf63B2ab63590e11d868E2b4Bc5789D6284B63Da9,124.535506,wallet
0x4a7FfA1E937573dB98bB62BfDF63d03A5627a409,123.672338,wallet
0x24B6AdF873B85aa6CBCEC5a797d422A119968E29,120.178847,wallet
0xAb43Ec0782f853bA9Af8909ceA8E4F3f0f581c5F,118.910000,wallet
0x17E13274Cc8314DA8891847A9232931F475E7025,118.487200,wallet
0x9d06275c6a2799c906B5815A22F7f6d57e74A8DA,115.006686,wallet
0xB589D3FcC64F29926165A1E4E708F644c4139028,111.108000,wallet
0x21b602179b3F366bddFf2eE1C3656970b21Bf729,108.377988,wallet
0x73D7c32447eEA153e5aF93d6Dde4509664dcB7C9,106.741728,wallet
0xe4cEFfa33378bC40182d7A9d7387881E1f3Ef218,106.292983,wallet
0x0C0bc0F848051CAdAF4Dae7726BcA7824ece07B0,106.242200,wallet
0xB5AF05a3EB19DcBd434B6b28A4EBab2948fBFB32,105.533508,wallet
0x19f7f0745A1D825E7D1BCfACaEC77464f942eAAE,104.905178,wallet
0xd0Cd46Dc9Cc5fE0deaeA51269D136d7079610096,100.268121,wallet
0xe911B1DB87fc2e483fbd43E925cD882E79DE6d14,100.000000,wallet
0x9affB3740F0Cd5Ce946E7003626152eD0427eFa8,99.422258,wallet
0x09Ee9c2B97F1ad8b9300df1E478C8a1C1D4296A8,96.865332,wallet
0xc6095D5b2D880CAfB117660Dab08F6Be65D9F75C,96.517475,wallet
0xb3c1c4429C098F5dACdE5b11D6bE8769Ca1bD712,95.816324,wallet
0x426A3845C59d477D599A5Fee34A3c3597F45954f,92.215000,wallet
0x5C210bA20c02E3B448e84b6eB712FA627D8E0D97,90.000000,wallet
0xE88093dD39C526F41069D0d1A1Da22052261fE19,90.000000,wallet
0x2e6E7fA338767453ad192Ae3f801198b893f48A6,89.638154,wallet
0xbc759F22ab704A1B634c81e281adC872863a72eB,89.000000,wallet
0xb9A5DA995cfa29220fCD1c670780d44F30Ca9d25,88.222773,wallet
0xff291dD850f891f37a1b64bb7578b74ee9ba2161,86.154250,wallet
0xB8C96210455bf05c9D5236BA6126A6a392Dd3fbf,84.000000,wallet
0x5841fe40E503bca5CE5F1f2E04EAD40Ce9507DCA,81.012013,wallet
0x47c73f190C355cAd90D3d1Eb70310F5f8749e3AD,79.896670,wallet
0x08d2590C75e4929Aa269dd5b880F320e93d4B9C0,77.775600,wallet
0x6bB600cC8EF1B13e0D146B0Cf58D49fA106a0383,75.602185,wallet
0x4F9aEA4591A2076C5721Ad36351FcC7AAe052473,73.775427,wallet
0x0A48021DC53002B6713BE376c902080C5f244E05,73.560761,wallet
0x76cC9D6bD96125BB6550a5d527f0a7d78833aa5B,73.411842,wallet
0x47D1483312aCd2F37e30E881Cb2195528BeD5cF6,72.958991,wallet
0xC579720D81ed941F663bF08E309c97f0dEEFB5b4,72.194449,wallet
0x571722cBFFb2417Fc80962f2966E96fad45b8474,70.490487,wallet
0x4e1866B74b6D8ae963b305458Bec1E92A4480AB3,68.355298,wallet
0xa7a2aE2f2BCF957F0A17CF2B853fA10789391A76,67.236762,wallet
0x0D0707963952f2fBA59dD06f2b425ace40b492Fe,67.158693,wallet
0x2d5F22D15b960088CC2854D39162bfB62B9f6DA9,66.786383,wallet
0x7D385D4916EF230Ff525DF68fFD0C79fA9D25811,66.211866,wallet
0xA607838F040D0EC73666c4b0182ac8344cbaBD5f,65.957096,wallet
0x421f74a6CEB0CE27De7105934F211f2AB10628e5,65.506299,wallet
0x20e8b34C50983659Ca38e366D7e4DBc0e42D32c5,65.433606,wallet
0x303ef23a34e8483062088c098191F6d0E65d7086,64.000000,wallet
0xA362A8e927a184c8B145fc422131D86c45Fa8B59,63.680448,wallet
0xE61A522642f933F0d0d1Df54F1BfeCeA494C0710,63.365086,wallet
0x6985ac9163dB9Ee8B8C58C4Ea923D9d55c48154D,60.167466,wallet
0x25fB33A5fF0eB64117e87304AC7001A90D94E187,58.511530,wallet
0xB2e251cb100D601d90415834c49A4F32fe7437BB,58.334088,wallet
0x637F4770B073a42455fD4C9bB4a05d1b7FDcff4e,56.698882,wallet
0xb20ACd46E42104EF01d2B63e25C2E344908A6588,55.665105,wallet
0x4E5D367D7fc081E14CE9F3b45b322ef6A941Df71,54.660479,wallet
0x4C18DAeD499739B21C574687a91457191B9f291f,54.500330,wallet
0x02367049242E405F4d837E8E2D7A43dC086251Fc,54.361020,wallet
0xC33B568c452914E1871D1851C2C85cfd7F787BB4,53.721119,wallet
0x16333DeEFE788Fe213a40add2c9597dD46809dE4,51.860396,wallet
0x685398695492423B8D0F27b7f114F8725b23d11a,50.601162,wallet
0x073C5aF3bf74c0F6045f762cbf55a6d64894deEa,50.253509,wallet
0x5C042F1Aba9D1007D8459053c711952377153d68,50.252000,wallet
0xd1921E87737238deD25F4f0B1137d6872dE7268a,50.000000,wallet
0xE9bee1072ee8F9779C3cf1a7945808398A08Ff61,47.953826,wallet
0xdc9dc9083923F745fB71c6B46C71f45090cCf518,47.052115,wallet
0x78827976FA6568A3D1de45F37Eaa3Ad85BF0F6C0,45.964529,wallet
0x1151F2f0b4Dd62090d8D10Aabb2bdC3D00b561a9,45.165225,wallet
0x68B470738460A40D805add5E7918064D19bA51F4,44.000000,wallet
0x68a2E6E4919a61bEb120A4dB5189e1AB4ba225b4,43.755116,wallet
0x086FE91C44d232D49f3CE25D49EFF3bf573c4315,40.010181,wallet
0x5dB26b7F9FD08AbFbFdc718754F16659C8e2495B,40.000000,wallet
0xBd4f93FBaBB37605CA7da373Be1DDd852E2b9095,39.248648,wallet
0xA51FF889120e99851B7b3080E77eBfc6C810E5A5,38.463289,wallet
0x8188Cf4b998D1E0C68F1cd1E39c241ae93376aE6,38.332189,wallet
0x26D2c59F3ddb583322081c9B7910F6BfCeA2e609,35.900000,wallet
0x32d5bD2a345A529eb692E60E6A389eF01464e463,35.552007,wallet
0x27a10372C0ac4e7C64BB455012cB7790ce774321,34.020587,wallet
0x306587D67BE647098D69c191256Acc49572b5fB0,32.964430,wallet
0x62abCfF64B0e61f979557e1f485a1E5AF9cB6d02,31.550000,wallet
0x8dA0079546F99Ac5cBDe3c650a9077D3Fab4f870,30.261000,wallet
0x708bC9F7D3Ff455BC0BC9DFEf4e15300F720611D,30.237722,wallet
0x887ccF2F1895b11b4d0fAb9c1841C99544AC2e97,30.174436,wallet
0x14E31ab2A1989CF5334294C71aA20b23AbB7Bcd0,30.164412,wallet
0xdFE562ba35717e71742a8b16bf9fa5Ac7f2C51eB,28.617857,wallet
0xaD28eEAB5f86A9fc9bfD667BF3493456bB63A915,28.000000,wallet
0x10f15ee5b8bF6CBf2E00743d9c3b862a431D6605,25.631325,wallet
